Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,04:30,08h 00m,569,23 Seats available,"4.4
707",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),22:00,06:40,08h 40m,504,11 Seats available,"4.3
522",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
FlixBus,Volvo A/C Seater (2+2),21:00,06:00,09h 00m,INR 569.64,14 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),20:30,05:10,08h 40m,481,22 Seats available,"4.4
465",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,05:30,07h 00m,INR 600,27 Seats available,"3.9
457",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
RSRTC - 183801,Express Non AC Seater 2+3,15:30,21:00,05h 30m,INR 320,42 Seats available,"1.0
1",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),14:30,19:35,05h 05m,285,10 Seats available,"3.3
348",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),15:30,20:35,05h 05m,285,14 Seats available,"3.6
361",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
FlixBus,AC Seater (2+2),16:00,22:10,06h 10m,INR 366.96,36 Seats available,"4.3
36",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),16:30,21:55,05h 25m,285,36 Seats available,"3.5
191",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Orbit Aviation Pvt. Ltd.,A/C Semi Sleeper (2+2),17:00,21:12,04h 12m,449,44 Seats available,"5.0
2",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),17:00,22:50,05h 50m,569,28 Seats available,"4.6
310",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Orbit Aviation Pvt. Ltd.,A/C Semi Sleeper (2+2),17:00,22:02,05h 02m,449,38 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Orbit Aviation Pvt. Ltd.,A/C Semi Sleeper (2+2),17:00,22:32,05h 32m,449,43 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),17:00,23:00,06h 00m,INR 788,26 Seats available,"3.8
5",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Zakir Flights,Volvo A/C Semi Sleeper (2+2),19:00,00:30,05h 30m,809,3 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:00,23:05,06h 05m,INR 422,31 Seats available,"4.3
164",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),17:30,23:30,06h 00m,465,27 Seats available,"4.7
352",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),17:30,22:35,05h 05m,285,21 Seats available,"3.9
333",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
FlixBus,Bharat Benz A/C Sleeper (2+1),17:45,23:05,05h 20m,INR 454.46,12 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,05:15,08h 00m,558,8 Seats available,"4.7
396",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,05:30,09h 10m,664,7 Seats available,"4.4
428",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,06:40,08h 40m,720,22 Seats available,"4.4
49",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Northern Travels,Volvo A/C Semi Sleeper (2+2),22:00,05:45,07h 45m,INR 500,19 Seats available,"3.9
27",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),22:05,06:30,08h 25m,585,20 Seats available,"5.0
3",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00,03:15,12h 15m,INR 637,28 Seats available,3.8,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1024,A/C Executive (2+3),16:20,04:15,11h 55m,INR 692,35 Seats available,"3.7
10",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1001,A/C Executive (2+3),17:15,04:00,10h 45m,INR 692,35 Seats available,"4.0
20",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40,04:00,10h 20m,INR 1181,32 Seats available,"4.1
40",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1007,Ordinary 3+2 Non AC Seater,19:00,05:40,10h 40m,INR 637,24 Seats available,"4.3
39",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1028,A/C Executive (2+3),20:15,07:15,11h 00m,INR 673,25 Seats available,"3.1
94",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:00,05:35,08h 35m,1098,16 Seats available,"4.7
397",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,06:10,09h 10m,1044,3 Seats available,"4.4
403",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:45,05:55,08h 10m,1268,8 Seats available,"4.5
53",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,06:15,08h 45m,935,3 Seats available,"4.8
9",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Northern Travels,Volvo A/C Semi Sleeper (2+2),21:20,06:30,09h 10m,950,19 Seats available,3.1,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Laxmi holidays,VE A/C Semi Sleeper (2+2),23:50,05:30,05h 40m,759,16 Seats available,"4.6
101",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,06:00,06h 05m,949,7 Seats available,"4.6
293",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,05:59,06h 04m,949,10 Seats available,"4.5
159",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),23:59,07:15,07h 16m,759,23 Seats available,"3.5
13",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),23:59,06:40,06h 41m,759,23 Seats available,"2.2
13",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
HRTC - 531,Ordinary 3+2 Non AC Seater,17:50,10:00,16h 10m,INR 876,27 Seats available,"3.5
41",https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
HRTC - 590,A/C Executive (2+3),19:00,10:15,15h 15m,INR 1062,22 Seats available,"3.1
68",https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,20:15,11:30,15h 15m,INR 1704,5 Seats available,"3.9
80",https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
HRTC - 578,Ordinary 3+2 Non AC Seater,22:10,18:35,20h 25m,INR 907,34 Seats available,"1.9
4",https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
HRTC - 1024,A/C Executive (2+3),16:20,08:35,16h 15m,INR 1062,36 Seats available,"3.3
70",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Chamba (Himachal Pradesh) to Delhi
HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40,09:00,15h 20m,INR 1704,13 Seats available,"4.2
71",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Chamba (Himachal Pradesh) to Delhi
FlixBus,Volvo A/C Seater (2+2),18:40,01:10,06h 30m,INR 325,16 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,01:00,05h 50m,INR 499,19 Seats available,"4.7
40",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,VE A/C Semi Sleeper (2+2),19:35,23:55,04h 20m,1139,13 Seats available,"4.1
50",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),19:40,00:40,05h 00m,INR 488,31 Seats available,"5.0
2",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45,01:00,05h 15m,720,12 Seats available,"5.0
9",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:10,01:05,04h 55m,508,28 Seats available,"4.9
24",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),20:00,00:50,04h 50m,449,32 Seats available,"4.3
2",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:15,01:40,05h 25m,495,15 Seats available,"4.8
8",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:10,01:15,05h 05m,INR 490,28 Seats available,"3.4
3",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),20:10,23:59,03h 49m,494,24 Seats available,"3.0
3",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
BIR BILLING TRAVELS,Volvo A/C Semi Sleeper (2+2),20:30,01:00,04h 30m,INR 540,31 Seats available,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,01:50,05h 20m,522,30 Seats available,"4.7
6",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),22:15,02:45,04h 30m,540,22 Seats available,"4.3
4",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:30,01:45,05h 15m,630,11 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),20:40,01:30,04h 50m,INR 488,29 Seats available,"5.0
3",https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,16:30,21:15,04h 45m,INR 432,32 Seats available,"4.0
13",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),20:30,23:45,03h 15m,INR 229,24 Seats available,"4.8
81",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,23:35,03h 05m,INR 499,50 Seats available,"4.6
32",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,23:00,02h 30m,INR 499,37 Seats available,"4.8
9",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),20:30,23:20,02h 50m,INR 224,26 Seats available,4.7,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
FlixBus,Volvo A/C Seater (2+2),21:00,01:25,04h 25m,INR 151.79,18 Seats available,3.9,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,00:55,03h 25m,450,28 Seats available,"4.4
5",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),22:00,01:45,03h 45m,576,13 Seats available,"4.4
22",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,01:20,02h 50m,INR 600,27 Seats available,"3.6
11",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,01:15,02h 45m,INR 600,27 Seats available,"5.0
3",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,06:45,07h 45m,746,12 Seats available,"4.8
141",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,06:40,07h 15m,997,8 Seats available,"4.5
300",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,06:30,07h 00m,1044,32 Seats available,"4.4
148",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),23:30,06:30,07h 00m,846,7 Seats available,"4.7
136",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),22:35,06:20,07h 45m,972,17 Seats available,"4.7
106",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
City Land Travels,Volvo A/C Semi Sleeper (2+2),23:00,06:00,07h 00m,INR 1088,26 Seats available,"3.6
14",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
City Land Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:55,06:05,06h 10m,INR 1188,44 Seats available,"3.5
46",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,04:40,06h 10m,INR 1238,22 Seats available,"3.2
29",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Zingbus Plus,Scania A/C Semi Sleeper (2+2),22:10,05:10,07h 00m,INR 928,29 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
FlixBus,Volvo A/C Seater (2+2),23:55,07:15,07h 20m,INR 1147.32,16 Seats available,"4.3
2",https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 568,Ordinary 3+2 Non AC Seater,21:30,05:00,07h 30m,INR 347,39 Seats available,"3.7
7",https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
HRTC - 580,Ordinary 3+2 Non AC Seater,22:45,06:00,07h 15m,INR 347,37 Seats available,"4.3
30",https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
HRTC - 576,Himsuta AC Seater Volvo/Scania 2+2,23:20,06:00,06h 40m,INR 657,31 Seats available,"3.9
111",https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
FlixBus,Volvo A/C Seater (2+2),18:00,01:10,07h 10m,INR 483.04,16 Seats available,"4.1
5",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:25,01:00,06h 35m,INR 499,23 Seats available,"4.7
84",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:30,01:00,06h 30m,INR 499,23 Seats available,"4.4
66",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),18:45,01:00,06h 15m,720,12 Seats available,"4.9
23",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),18:50,00:40,05h 50m,INR 488,32 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),19:00,00:40,05h 40m,INR 488,32 Seats available,"3.1
4",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,01:40,06h 10m,495,15 Seats available,"4.9
18",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,VE A/C Semi Sleeper (2+2),19:00,23:55,04h 55m,1139,13 Seats available,"4.3
113",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),19:35,01:05,05h 30m,508,28 Seats available,"4.6
34",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),21:15,02:45,05h 30m,540,22 Seats available,"4.8
28",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),18:15,01:15,07h 00m,569,20 Seats available,"4.7
92",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),18:40,01:20,06h 40m,558,8 Seats available,"4.4
21",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Northern Travels,Volvo A/C Semi Sleeper (2+2),18:45,01:00,06h 15m,INR 500,27 Seats available,"3.7
15",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),19:05,01:45,06h 40m,630,10 Seats available,"4.5
20",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:15,01:15,06h 00m,693,14 Seats available,"4.4
51",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:20,01:50,06h 30m,522,30 Seats available,"4.5
66",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),19:30,01:30,06h 00m,INR 488,29 Seats available,"3.7
28",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Bharmani Travels,Volvo A/C Semi Sleeper (2+2),19:55,01:20,05h 25m,540,35 Seats available,4.1,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),19:35,01:30,05h 55m,INR 560,22 Seats available,"4.9
16",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Bedi Travels,Volvo A/C Semi Sleeper (2+2),19:45,02:05,06h 20m,585,19 Seats available,4.8,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Northern Travels,Volvo A/C Semi Sleeper (2+2),20:00,01:15,05h 15m,INR 569,14 Seats available,"4.7
2",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:05,03:10,07h 05m,720,22 Seats available,4.5,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
FlixBus,Volvo A/C Seater (2+2),20:15,02:55,06h 40m,INR 513.39,15 Seats available,"5.0
2",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
