Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
TGSRTC - 8617,Super Luxury (Non AC Seater 2+2 Push Back),13:20,17:30,04h 10m,INR 320,31 Seats available,"4.6
21",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8977,Super Luxury (Non AC Seater 2+2 Push Back),13:50,17:45,03h 55m,INR 320,28 Seats available,"3.6
13",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 64020,RAJDHANI (A.C. Semi Sleeper),14:00,18:00,04h 00m,INR 389,35 Seats available,"3.7
65",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 64863,Super Luxury (Non AC Seater 2+2 Push Back),14:30,18:30,04h 00m,INR 320,31 Seats available,"2.7
2",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8974,Super Luxury (Non AC Seater 2+2 Push Back),14:40,18:30,03h 50m,INR 320,31 Seats available,"3.1
15",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8665,LAHARI A/C SLEEPER CUM SEATER,15:00,20:00,05h 00m,INR 389,30 Seats available,"4.3
69",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8969,Super Luxury (Non AC Seater 2+2 Push Back),15:15,19:30,04h 15m,INR 320,31 Seats available,"3.9
13",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8698,RAJDHANI (A.C. Semi Sleeper),15:30,19:30,04h 00m,INR 389,28 Seats available,"3.2
40",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8623,RAJDHANI (A.C. Semi Sleeper),16:00,20:00,04h 00m,INR 389,37 Seats available,"1.8
6",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 34331,LAHARI A/C SLEEPER CUM SEATER,16:20,19:50,03h 30m,INR 389,43 Seats available,"2.6
4",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 1319,LAHARI A/C SLEEPER CUM SEATER,17:10,20:45,03h 35m,INR 389,30 Seats available,"3.6
87",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8613,Super Luxury (Non AC Seater 2+2 Push Back),17:20,21:30,04h 10m,INR 320,31 Seats available,"4.1
47",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8675,RAJDHANI (A.C. Semi Sleeper),17:30,21:30,04h 00m,INR 389,34 Seats available,"3.9
52",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 64089,RAJDHANI (A.C. Semi Sleeper),18:00,22:00,04h 00m,INR 389,35 Seats available,"3.1
30",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 1952,LAHARI A/C SLEEPER CUM SEATER,18:10,21:45,03h 35m,INR 389,38 Seats available,"3.5
39",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8822,Super Luxury (Non AC Seater 2+2 Push Back),18:15,22:00,03h 45m,INR 320,31 Seats available,"2.7
6",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 4172,RAJADHANI AC (CONVERTED METRO LUXURY),18:30,22:30,04h 00m,INR 389,35 Seats available,"3.5
42",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 64022,Rajdhani (AC Semi Sleeper 2+2),19:30,00:15,04h 45m,INR 389,35 Seats available,"2.7
22",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8677,Super Luxury (Non AC Seater 2+2 Push Back),19:30,23:40,04h 10m,INR 320,31 Seats available,"4.0
23",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:40,05:00,05h 20m,INR 410,22 Seats available,"3.1
12",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
BSR Tours And Travels,NON A/C Seater (2+2),23:40,06:00,06h 20m,INR 400,31 Seats available,"4.2
23",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:40,04:00,04h 20m,INR 390,27 Seats available,"4.2
11",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,INR 400,23 Seats available,"4.2
6",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
RRR Travels,A/C Sleeper (2+1),23:50,05:30,05h 40m,INR 600,24 Seats available,"4.5
40",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8632,RAJADHANI AC (CONVERTED METRO LUXURY),13:00,18:30,05h 30m,INR 389,7 Seats available,"3.2
47",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64526,Super Luxury (Non AC Seater 2+2 Push Back),13:40,17:55,04h 15m,INR 320,7 Seats available,"3.5
23",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 6946,Super Luxury (Non AC Seater 2+2 Push Back),13:50,18:45,04h 55m,INR 320,1 Seat available,"3.3
18",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8951,Super Luxury (Non AC Seater 2+2 Push Back),14:00,18:15,04h 15m,INR 320,15 Seats available,"4.5
12",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64188,Super Luxury (Non AC Seater 2+2 Push Back),15:00,19:40,04h 40m,INR 320,11 Seats available,"2.9
20",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,20:30,05h 30m,INR 389,4 Seats available,"2.7
48",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8616,Super Luxury (Non AC Seater 2+2 Push Back),15:00,19:00,04h 00m,INR 400,29 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8648,RAJDHANI (A.C. Semi Sleeper),15:30,19:30,04h 00m,INR 389,15 Seats available,"4.0
41",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 1320,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:55,21:10,05h 15m,INR 389,4 Seats available,"2.4
55",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64559,Deluxe (Non AC Seater 2+2),16:00,20:30,04h 30m,INR 351,25 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64001,RAJADHANI AC (CONVERTED METRO LUXURY),16:00,21:30,05h 30m,INR 389,17 Seats available,"2.9
13",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64828,Super Luxury (Non AC Seater 2+2 Push Back),16:30,21:00,04h 30m,INR 320,2 Seats available,"3.3
10",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8869,Super Luxury (Non AC Seater 2+2 Push Back),17:40,22:00,04h 20m,INR 320,5 Seats available,"4.8
7",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64363,Super Luxury (Non AC Seater 2+2 Push Back),17:50,22:20,04h 30m,INR 320,5 Seats available,"3.6
12",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8682,RAJADHANI AC (CONVERTED METRO LUXURY),18:30,22:30,04h 00m,INR 389,14 Seats available,"3.7
37",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8618,Super Luxury (Non AC Seater 2+2 Push Back),18:40,23:00,04h 20m,INR 320,2 Seats available,"3.9
21",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64021,RAJDHANI (A.C. Semi Sleeper),19:30,23:30,04h 00m,INR 389,6 Seats available,"4.1
54",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 7645,Super Luxury (Non AC Seater 2+2 Push Back),19:30,01:45,06h 15m,INR 320,1 Seat available,"2.2
13",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8601,Super Luxury (Non AC Seater 2+2 Push Back),19:40,23:45,04h 05m,INR 320,2 Seats available,"3.8
11",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8699,RAJDHANI (A.C. Semi Sleeper),21:00,01:00,04h 00m,INR 389,8 Seats available,"4.2
40",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),20:40,03:30,06h 50m,INR 850,4 Seats available,"3.9
3",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Gupta Travels Galaxy,NON A/C Seater / Sleeper (2+2),21:00,03:15,06h 15m,INR 900,23 Seats available,"3.8
5",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Sri KVR Travels,NON A/C Seater (2+2),21:15,04:00,06h 45m,INR 850,11 Seats available,"3.6
2",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Bharathi Tours & Travels,NON A/C Hi-Tech (2+2),21:20,03:00,05h 40m,INR 890,24 Seats available,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,03:30,06h 10m,INR 600,1 Seat available,"4.9
7",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 7322,Super Luxury (Non AC Seater 2+2 Push Back),13:20,16:20,03h 00m,INR 283,29 Seats available,"4.8
10",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7124,Super Luxury (Non AC Seater 2+2 Push Back),13:40,16:40,03h 00m,INR 283,31 Seats available,"3.3
17",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7471,Super Luxury (Non AC Seater 2+2 Push Back),14:00,16:55,02h 55m,INR 283,28 Seats available,"3.6
6",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7027,Super Luxury (Non AC Seater 2+2 Push Back),14:10,17:10,03h 00m,INR 283,27 Seats available,"4.4
26",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7831,RAJDHANI (A.C. Semi Sleeper),14:30,17:30,03h 00m,INR 343,28 Seats available,"2.9
47",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7461,Super Luxury (Non AC Seater 2+2 Push Back),14:50,17:50,03h 00m,INR 283,28 Seats available,"3.3
10",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7067,Super Luxury (Non AC Seater 2+2 Push Back),15:05,18:05,03h 00m,INR 283,31 Seats available,"3.2
15",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7304,Super Luxury (Non AC Seater 2+2 Push Back),15:15,18:15,03h 00m,INR 283,31 Seats available,"3.5
10",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7339,Super Luxury (Non AC Seater 2+2 Push Back),15:30,18:35,03h 05m,INR 283,30 Seats available,"3.0
6",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7071,Super Luxury (Non AC Seater 2+2 Push Back),15:40,18:40,03h 00m,INR 283,31 Seats available,"3.8
17",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 9506,RAJDHANI (A.C. Semi Sleeper),15:45,18:50,03h 05m,INR 343,33 Seats available,"4.2
30",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 9550,Super Luxury (Non AC Seater 2+2 Push Back),16:00,18:30,02h 30m,INR 283,28 Seats available,"4.3
11",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7448,RAJDHANI (A.C. Semi Sleeper),16:00,19:00,03h 00m,INR 343,28 Seats available,"3.3
23",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7444,Super Luxury (Non AC Seater 2+2 Push Back),16:20,19:20,03h 00m,INR 283,30 Seats available,"4.2
18",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 9443,Super Luxury (Non AC Seater 2+2 Push Back),16:30,19:50,03h 20m,INR 283,33 Seats available,"3.8
8",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7881,Super Luxury (Non AC Seater 2+2 Push Back),16:35,19:30,02h 55m,INR 283,3 Seats available,"2.0
4",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7465,RAJDHANI (A.C. Semi Sleeper),17:00,20:05,03h 05m,INR 343,18 Seats available,"4.5
14",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7395,Super Luxury (Non AC Seater 2+2 Push Back),17:20,20:20,03h 00m,INR 283,31 Seats available,"4.2
7",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7808,LAHARI A/C SLEEPER CUM SEATER,17:30,20:25,02h 55m,INR 343,28 Seats available,"4.0
6",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7019,Super Luxury (Non AC Seater 2+2 Push Back),17:50,20:50,03h 00m,INR 283,31 Seats available,"2.7
19",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7326,Super Luxury (Non AC Seater 2+2 Push Back),17:55,20:20,02h 25m,INR 283,31 Seats available,"2.0
15",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7810,LAHARI A/C SLEEPER CUM SEATER,18:00,20:55,02h 55m,INR 343,26 Seats available,"3.9
29",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7418,Super Luxury (Non AC Seater 2+2 Push Back),18:00,21:05,03h 05m,INR 283,31 Seats available,"3.2
5",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7029,Super Luxury (Non AC Seater 2+2 Push Back),18:05,21:05,03h 00m,INR 283,31 Seats available,"3.9
31",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7290,LAHARI A/C SLEEPER CUM SEATER,19:00,21:40,02h 40m,INR 343,33 Seats available,"3.6
21",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),18:00,21:55,03h 55m,INR 600,28 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),18:15,21:40,03h 25m,INR 600,29 Seats available,"2.4
8",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
IRA Travels,A/C Sleeper (2+1),18:30,21:45,03h 15m,INR 800,21 Seats available,3.9,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 9593,Super Luxury (Non AC Seater 2+2 Push Back),15:15,18:15,03h 00m,INR 283,3 Seats available,"1.7
20",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7172,RAJDHANI (A.C. Semi Sleeper),15:40,18:40,03h 00m,INR 343,12 Seats available,"2.5
36",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7077,Super Luxury (Non AC Seater 2+2 Push Back),15:40,18:40,03h 00m,INR 283,24 Seats available,"2.8
17",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7123,Super Luxury (Non AC Seater 2+2 Push Back),15:50,18:50,03h 00m,INR 283,22 Seats available,"3.4
18",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7096,Super Luxury (Non AC Seater 2+2 Push Back),16:10,19:10,03h 00m,INR 283,13 Seats available,"3.1
20",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7125,Super Luxury (Non AC Seater 2+2 Push Back),17:10,20:10,03h 00m,INR 283,9 Seats available,"2.8
33",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7331,Super Luxury (Non AC Seater 2+2 Push Back),17:30,21:30,04h 00m,INR 283,3 Seats available,"2.8
21",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7028,Super Luxury (Non AC Seater 2+2 Push Back),17:50,20:50,03h 00m,INR 283,10 Seats available,"2.9
34",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7832,RAJDHANI (A.C. Semi Sleeper),18:00,21:00,03h 00m,INR 343,16 Seats available,"2.8
27",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7068,Super Luxury (Non AC Seater 2+2 Push Back),18:35,21:35,03h 00m,INR 283,3 Seats available,"2.8
39",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7072,Super Luxury (Non AC Seater 2+2 Push Back),19:00,22:00,03h 00m,INR 283,6 Seats available,"3.1
30",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7587,RAJDHANI (A.C. Semi Sleeper),19:00,22:00,03h 00m,INR 343,19 Seats available,"2.9
31",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7449,RAJDHANI (A.C. Semi Sleeper),19:30,22:30,03h 00m,INR 343,16 Seats available,"2.7
51",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7445,Super Luxury (Non AC Seater 2+2 Push Back),19:50,22:50,03h 00m,INR 283,3 Seats available,"3.4
22",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7020,Super Luxury (Non AC Seater 2+2 Push Back),21:20,00:20,03h 00m,INR 283,3 Seats available,"3.8
23",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7030,Super Luxury (Non AC Seater 2+2 Push Back),21:35,00:35,03h 00m,INR 283,3 Seats available,"2.6
20",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
IPS Bus Service,NON A/C Sleeper (2+2),15:30,18:40,03h 10m,INR 1200,39 Seats available,2.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
DNR Express,AC Sleeper (2+1),21:30,23:59,02h 29m,1098,25 Seats available,"2.9
5",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
Bhumi travels,AC Seater (2+2),22:00,03:00,05h 00m,INR 2000,36 Seats available,2.4,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 8026,LAHARI A/C SLEEPER CUM SEATER,13:10,19:10,06h 00m,INR 520,35 Seats available,"2.1
37",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8015,RAJDHANI (A.C. Semi Sleeper),13:15,18:30,05h 15m,INR 520,4 Seats available,"2.8
12",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8045,Lahari Non A/C Sleeper Cum Seater,13:30,19:40,06h 10m,INR 429,23 Seats available,"3.8
23",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8191,LAHARI A/C SLEEPER CUM SEATER,13:30,18:40,05h 10m,INR 520,31 Seats available,"3.6
14",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8090,Super Luxury (Non AC Seater 2+2 Push Back),14:45,19:55,05h 10m,INR 429,26 Seats available,"3.4
3",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8030,Super Luxury (Non AC Seater 2+2 Push Back),15:00,21:10,06h 10m,INR 429,25 Seats available,"2.5
6",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8021,Super Luxury (Non AC Seater 2+2 Push Back),15:15,20:25,05h 10m,INR 429,31 Seats available,"2.9
3",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8047,Super Luxury (Non AC Seater 2+2 Push Back),15:30,20:50,05h 20m,INR 429,22 Seats available,"2.2
5",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8017,Super Luxury (Non AC Seater 2+2 Push Back),16:15,21:35,05h 20m,INR 429,25 Seats available,"3.1
4",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8139,Super Luxury (Non AC Seater 2+2 Push Back),16:30,21:40,05h 10m,INR 429,29 Seats available,"3.2
9",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8099,Super Luxury (Non AC Seater 2+2 Push Back),16:30,22:05,05h 35m,INR 429,31 Seats available,"1.9
5",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8092,Super Luxury (Non AC Seater 2+2 Push Back),17:15,22:35,05h 20m,INR 429,24 Seats available,"4.2
5",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8034,Super Luxury (Non AC Seater 2+2 Push Back),19:00,00:10,05h 10m,INR 429,22 Seats available,"3.4
25",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8180,Super Luxury (Non AC Seater 2+2 Push Back),20:00,01:20,05h 20m,INR 429,17 Seats available,"3.0
12",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 77374,SEMI DELUXE,20:30,01:50,05h 20m,INR 537,55 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8032,Super Luxury (Non AC Seater 2+2 Push Back),20:30,02:40,06h 10m,INR 429,15 Seats available,"4.3
13",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
